Year,State,District ID,District Name,Grade range of responsibility,Total Population,Relevant Ages 5 to 17 Population,Relevant Ages 5 to 17 in Families in Poverty,Relevant age 5 to 17 Ratio,Relevant Ages 5 to 17 Ratio LB 90%,Relevant Ages 5 to 17 Ratio UB 90%,Map
2019,29,2905940,Brookfield R-III School District (MO),PK-12,"6,079","1,075",288,26.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2905940&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906000,Linn County R-I School District (MO),PK-12,"1,463",280,53,18.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906000&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906030,Brunswick R-II School District (MO),PK-12,"1,518",246,47,19.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906030&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906090,Bucklin R-II School District (MO),KG-12,"1,004",141,47,33.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906090&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906120,Dallas County R-I School District (MO),PK-12,"12,955","2,119",555,26.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906120&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906150,Cooper County R-IV School District (MO),KG-12,943,137,21,15.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906150&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906170,Bunker R-III School District (MO),KG-12,"1,469",216,65,30.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906170&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906360,Butler R-V School District (MO),PK-12,"6,024",917,271,29.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906360&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906430,Cabool R-IV School District (MO),PK-12,"5,498",935,231,24.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906430&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906450,Cainsville R-I School District (MO),PK-12,474,76,15,19.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906450&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906480,Calhoun R-VIII School District (MO),PK-12,"1,087",203,37,18.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906480&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906510,Moniteau County R-I School District (MO),KG-12,"7,454","1,344",186,13.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906510&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906540,Callao C-8 School District (MO),KG-12,627,107,17,15.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2906540&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2906990,Camdenton R-III School District (MO),PK-12,"33,074","4,336",760,17.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2906990&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907020,Cameron R-I School District (MO),PK-12,"12,782","1,695",276,16.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907020&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907050,Campbell R-II School District (MO),KG-12,"3,291",603,191,31.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907050&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907080,Canton R-V School District (MO),PK-12,"3,851",612,122,19.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907080&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907120,Cape Girardeau 63 School District (MO),PK-12,"40,099","5,267","1,272",24.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907120&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907320,Nell Holcomb R-IV School District (MO),KG-12,"2,940",508,86,16.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2907320&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907350,Carl Junction R-I School District (MO),PK-12,"16,108","3,549",636,17.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907350&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907380,Carrollton R-VII School District (MO),PK-12,"5,250",904,192,21.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907380&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907460,Carthage R-IX School District (MO),PK-12,"24,065","4,551","1,321",29,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907460&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2907470,Caruthersville 18 School District (MO),PK-12,"5,275","1,009",394,39,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2907470&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908170,Cassville R-IV School District (MO),PK-12,"11,851","1,785",457,25.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908170&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908250,Center 58 School District (MO),PK-12,"26,044","3,145",625,19.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908250&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908320,Johnson County R-VII School District (MO),PK-12,"3,742",705,68,9.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908320&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908340,Centerville R-I School District (MO),KG-12,749,95,27,28.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2908340&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908370,Fort Zumwalt R-II School District (MO),PK-12,"122,336","22,988","1,015",4.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908370&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908400,Centralia R-VI School District (MO),PK-12,"7,830","1,498",218,14.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908400&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908430,Chadwick R-I School District (MO),KG-12,"1,748",298,72,24.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908430&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908460,Chaffee R-II School District (MO),PK-12,"3,728",627,131,20.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908460&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908490,Osage County R-I School District (MO),KG-12,"1,128",195,39,20,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908490&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908670,Charleston R-I School District (MO),PK-12,"7,817","1,119",407,36.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908670&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908730,Chilhowee R-IV School District (MO),KG-12,"1,073",192,35,18.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908730&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908760,Chillicothe R-II School District (MO),PK-12,"12,915","1,945",357,18.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2908760&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2908790,Livingston County R-III School District (MO),PK-12,629,113,24,21.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2908790&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909090,Clarksburg C-2 School District (MO),KG-12,825,185,28,15.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2909090&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909120,Clarkton C-4 School District (MO),PK-12,"1,718",350,87,24.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909120&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909720,Clayton School District (MO),PK-12,"18,606","2,127",76,3.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909720&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909750,Clearwater R-I School District (MO),PK-12,"6,327","1,034",292,28.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909750&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909780,Clever R-V School District (MO),PK-12,"6,658","1,231",145,11.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909780&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909810,Climax Springs R-IV School District (MO),PK-12,"2,988",302,69,22.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909810&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909860,Clinton School District (MO),PK-12,"11,254","1,776",515,29,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909860&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909900,Cole Camp R-I School District (MO),KG-12,"5,178",826,157,19,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909900&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2909930,Blair Oaks R-II School District (MO),KG-12,"6,135","1,396",48,3.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2909930&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910020,Community R-VI School District (MO),KG-12,"2,169",360,97,26.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910020&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910080,Concordia R-II School District (MO),PK-12,"3,728",637,78,12.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910080&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910110,Laclede County R-I School District (MO),PK-12,"4,531",853,147,17.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910110&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910140,Cooter R-IV School District (MO),KG-12,763,152,35,23,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910140&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910200,Couch R-I School District (MO),PK-12,"1,188",149,58,38.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910200&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910230,Cowgill R-VI School District (MO),KG-12,366,50,11,22,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2910230&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910260,Craig R-III School District (MO),PK-12,654,93,21,22.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910260&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910290,Crane R-III School District (MO),PK-12,"3,538",588,147,25,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910290&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910320,Sherwood Cass R-VIII School District (MO),PK-12,"5,281",960,127,13.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910320&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910350,Crocker R-II School District (MO),PK-12,"3,352",563,92,16.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910350&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910380,Crystal City 47 School District (MO),KG-12,"4,109",692,79,11.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910380&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910410,Crawford County R-2 School District (MO),KG-12,"8,912","1,394",311,22.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910410&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910440,Dadeville R-II School District (MO),KG-12,933,156,19,12.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910440&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910470,Davis R-XII School District (MO),KG-12,475,58,12,20.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2910470&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910500,De Soto 73 School District (MO),PK-12,"17,671","2,880",378,13.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910500&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910520,Lakeland R-III School District (MO),PK-12,"3,118",435,145,33.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910520&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910590,Buchanan County R-IV School District (MO),KG-12,"2,080",353,41,11.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910590&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910620,Delta R-V School District (MO),PK-12,"2,223",352,48,13.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910620&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910650,North Wood R-IV School District (MO),PK-12,"1,935",303,72,23.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2910650&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910710,Dent-Phelps R-III School District (MO),PK-12,"2,879",435,137,31.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2910710&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910770,Dexter R-XI School District (MO),PK-12,"12,552","1,954",422,21.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910770&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910800,Diamond R-IV School District (MO),KG-12,"5,653","1,055",161,15.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910800&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910830,Dixon R-I School District (MO),PK-12,"6,440","1,093",264,24.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910830&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910920,Doniphan R-I School District (MO),PK-12,"9,763","1,662",495,29.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910920&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2910950,Dora R-III School District (MO),PK-12,"1,764",272,82,30.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2910950&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911010,Skyline R-II School District (MO),KG-12,"1,085",147,54,36.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2911010&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911040,Plainview R-VIII School District (MO),KG-12,777,137,30,21.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2911040&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911070,Drexel R-IV School District (MO),KG-12,"1,856",311,38,12.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911070&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911100,East Carter County R-II School District (MO),PK-12,"4,082",752,188,25,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911100&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911160,East Lynne 40 School District (MO),KG-12,"1,422",272,22,8.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2911160&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911220,East Prairie R-II School District (MO),PK-12,"5,352",929,226,24.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911220&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911250,East Buchanan County C-1 School District (MO),PK-12,"4,271",758,54,7.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911250&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911280,Knox County R-I School District (MO),PK-12,"3,925",664,183,27.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911280&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911310,El Dorado Springs R-II School District (MO),PK-12,"8,303","1,369",346,25.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911310&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911340,Eldon R-I School District (MO),PK-12,"12,446","2,024",427,21.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911340&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911400,Elsberry R-II School District (MO),KG-12,"5,397",850,147,17.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911400&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911450,Eminence R-I School District (MO),PK-12,"1,965",293,102,34.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911450&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911550,Cole County R-V School District (MO),KG-12,"5,051",941,106,11.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911550&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911580,Everton R-III School District (MO),KG-12,"1,134",178,33,18.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911580&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911650,Excelsior Springs 40 School District (MO),PK-12,"18,724","3,122",438,14,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911650&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911670,Exeter R-VI School District (MO),KG-12,"1,908",364,64,17.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911670&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911700,Fair Grove R-X School District (MO),KG-12,"6,001","1,146",148,12.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911700&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911730,Fair Play R-II School District (MO),KG-12,"2,599",447,109,24.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911730&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911760,Fairfax R-III School District (MO),PK-12,987,148,28,18.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911760&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911850,Fairview R-XI School District (MO),PK-12,"4,467",757,129,17,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_950_00_PY_D1&syear=2020&g=9500000US2911850&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911910,Farmington R-VII School District (MO),PK-12,"28,483","4,158",543,13.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911910&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911940,Mid-Buchanan County R-V School District (MO),KG-12,"4,202",740,75,10.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911940&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2911990,Fayette R-III School District (MO),PK-12,"5,072",714,120,16.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2911990&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2912010,Ferguson-Florissant R-II School District (MO),PK-12,"68,943","12,268","2,550",20.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2912010&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2912030,Festus R-VI School District (MO),KG-12,"18,372","3,258",322,9.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2912030&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,29,2912180,Fordland R-III School District (MO),KG-12,"4,890",833,252,30.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US2912180&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
