Year,State,District ID,District Name,Grade range of responsibility,Total Population,Relevant Ages 5 to 17 Population,Relevant Ages 5 to 17 in Families in Poverty,Relevant age 5 to 17 Ratio,Relevant Ages 5 to 17 Ratio LB 90%,Relevant Ages 5 to 17 Ratio UB 90%,Map
2019,18,1801050,Brownstown Central Community School Corporation (IN),PK-12,"10,820","1,932",182,9.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801050&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801060,C. A. Beard Memorial School Corporation (IN),KG-12,"7,831","1,310",163,12.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801060&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801170,Cannelton City Schools (IN),KG-12,"1,549",266,74,27.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801170&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801200,Carmel Clay Schools (IN),PK-12,"102,534","21,044",593,2.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801200&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801230,Medora Community School Corporation (IN),KG-12,"1,576",299,50,16.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801230&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801290,Carroll Consolidated School Corporation (IN),KG-12,"6,601","1,080",93,8.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801290&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801410,Caston School Corporation (IN),KG-12,"4,448",763,77,10.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801410&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801440,Center Grove Community School Corporation (IN),KG-12,"46,018","9,090",309,3.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801440&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801560,Centerville-Abington Community Schools (IN),PK-12,"8,150","1,565",219,14,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801560&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801590,DeKalb County Central United School District (IN),PK-12,"24,839","4,239",570,13.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801590&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801710,Central Noble Community School Corporation (IN),KG-12,"8,781","1,415",121,8.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801710&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801740,Perry Central Community School Corporation (IN),PK-12,"7,292","1,090",97,8.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801740&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801770,Randolph Central School Corporation (IN),KG-12,"9,318","1,493",252,16.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801770&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801890,Clark-Pleasant Community School Corporation (IN),KG-12,"36,546","6,979",506,7.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801890&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1801920,Clarksville Community School Corporation (IN),KG-12,"9,779","1,442",201,13.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1801920&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802040,Northwestern School Corporation (IN),KG-12,"8,676","1,577",145,9.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802040&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802130,Clinton Central School Corporation (IN),KG-12,"5,229","1,043",131,12.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802130&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802160,Clinton Prairie School Corporation (IN),KG-12,"5,670",965,94,9.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802160&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802190,South Central Community School Corporation (IN),KG-12,"4,038",720,95,13.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802190&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802220,Cloverdale Community Schools (IN),PK-12,"7,362","1,142",185,16.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802220&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802280,Whitley County Consolidated Schools (IN),PK-12,"23,308","3,879",293,7.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802280&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802400,Concord Community Schools (IN),KG-12,"26,809","5,089",549,10.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802400&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802430,Covington Community School Corporation (IN),KG-12,"5,251",822,75,9.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802430&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802440,Crawford County Community School Corporation (IN),PK-12,"10,961","1,765",386,21.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802440&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802460,Crawfordsville Community Schools (IN),PK-12,"15,659","2,371",491,20.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802460&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802490,Crown Point Community School Corporation (IN),PK-12,"41,002","7,154",410,5.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802490&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802520,Culver Community Schools Corporation (IN),KG-12,"6,842","1,110",161,14.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802520&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802550,Danville Community School Corporation (IN),PK-12,"15,884","3,016",147,4.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802550&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802610,Decatur County Community Schools (IN),PK-12,"12,370","2,261",269,11.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802610&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802640,Decatur Township Metropolitan School District (IN),KG-12,"34,566","7,302","1,110",15.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802640&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802660,Delaware Community School Corporation (IN),KG-12,"14,556","2,433",309,12.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802660&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802700,Delphi Community School Corporation (IN),KG-12,"9,689","1,596",179,11.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802700&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802800,Duneland School Corporation (IN),KG-12,"35,898","6,253",357,5.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802800&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802830,Zionsville Community Schools (IN),PK-12,"29,213","6,777",125,1.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802830&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802850,East Allen County Schools (IN),PK-12,"70,884","14,484","1,681",11.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802850&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802880,City of East Chicago School District (IN),PK-12,"29,062","5,789","1,995",34.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802880&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802910,Lake Station Community Schools (IN),PK-12,"8,399","1,405",285,20.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802910&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802940,East Gibson School Corporation (IN),PK-12,"6,865","1,098",134,12.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802940&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1802970,East Noble School Corporation (IN),KG-12,"23,264","3,889",401,10.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1802970&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803000,East Washington School Corporation (IN),KG-12,"9,642","1,763",300,17,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803000&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803030,Eastbrook Community School Corporation (IN),KG-12,"10,067","1,530",232,15.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803030&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803060,DeKalb County Eastern Community School District (IN),PK-12,"8,066","1,535",224,14.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803060&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803090,Eastern Greene County School District (IN),KG-12,"7,776","1,386",246,17.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803090&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803120,Eastern Hancock County Community School Corporation (IN),PK-12,"6,442","1,146",68,5.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803120&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803150,Eastern Howard School Corporation (IN),KG-12,"6,467","1,214",73,6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803150&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803180,Randolph Eastern School Corporation (IN),KG-12,"4,929",850,157,18.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803180&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803210,Shelby Eastern Schools (IN),KG-12,"8,513","1,374",101,7.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803210&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803240,Edinburgh Community School Corporation (IN),KG-12,"5,579",912,107,11.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803240&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803270,Elkhart Community Schools (IN),PK-12,"79,002","14,766","2,301",15.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803270&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803300,Elwood Community School Corporation (IN),PK-12,"9,922","1,620",255,15.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803300&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803330,Eminence Community School Corporation (IN),KG-12,"2,992",500,40,8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803330&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803450,Evansville-Vanderburgh School Corporation (IN),PK-12,"181,451","28,247","4,516",16,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803450&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803480,Fairfield Community Schools (IN),KG-12,"12,400","3,014",173,5.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803480&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803510,Fayette County School Corporation (IN),PK-12,"23,102","3,704",573,15.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803510&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803570,Flat Rock-Hawcreek School Corporation (IN),KG-12,"5,971","1,081",149,13.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803570&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803630,Fort Wayne Community Schools (IN),PK-12,"229,248","39,358","6,175",15.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803630&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803660,Frankfort Community Schools (IN),PK-12,"17,766","3,395",583,17.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803660&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803690,Franklin Community School Corporation (IN),KG-12,"33,789","5,910",509,8.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803690&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803700,Franklin County Community School Corporation (IN),PK-12,"17,160","2,828",355,12.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803700&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803720,Lanesville Community School Corporation (IN),KG-12,"4,232",727,51,7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803720&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803750,Franklin Township Community School Corporation (IN),PK-12,"56,530","11,607",803,6.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803750&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803780,Fremont Community Schools (IN),KG-12,"7,132","1,003",84,8.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803780&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803810,Frontier School Corporation (IN),KG-12,"4,007",735,56,7.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803810&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803840,Garrett-Keyser-Butler Community Schools (IN),KG-12,"9,651","1,784",253,14.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803840&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803870,Gary Community School Corporation (IN),PK-12,"73,633","13,726","5,121",37.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803870&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803930,Goshen Community Schools (IN),KG-12,"38,117","7,017",807,11.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803930&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803940,Greater Clark County Schools (IN),PK-12,"79,580","12,561","1,678",13.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803940&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803960,Greater Jasper Consolidated Schools (IN),PK-12,"19,933","3,499",240,6.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803960&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1803990,Greencastle Community School Corporation (IN),KG-12,"14,023","1,930",247,12.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1803990&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804050,Greenfield-Central Community Schools (IN),PK-12,"30,656","4,991",328,6.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804050&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804080,Greensburg Community Schools (IN),KG-12,"14,525","2,431",304,12.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804080&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804110,Greenwood Community School Corporation (IN),KG-12,"27,718","4,593",377,8.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804110&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804140,Monroe-Gregg School District (IN),PK-12,"8,073","1,372",94,6.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804140&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804170,Griffith Public Schools (IN),KG-12,"16,461","2,693",327,12.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804170&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804230,Hamilton Community Schools (IN),KG-12,"4,407",656,89,13.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804230&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804260,Hamilton Heights School Corporation (IN),PK-12,"15,835","2,780",159,5.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804260&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804320,Hammond School City (IN),PK-12,"79,456","14,442","3,288",22.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804320&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804350,Hanover Community School Corporation (IN),KG-12,"12,164","2,109",104,4.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804350&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804470,Western School Corporation (IN),KG-12,"13,021","2,532",208,8.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804470&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804500,Wes-Del Community Schools (IN),KG-12,"5,245",775,117,15.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804500&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804560,Highland School Town (IN),KG-12,"23,233","3,361",303,9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804560&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804590,Hobart School City (IN),KG-12,"23,483","3,726",455,12.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804590&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804620,River Forest Community School Corporation (IN),PK-12,"7,290","1,256",324,25.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804620&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804710,Huntington County Community School Corporation (IN),KG-12,"36,520","5,824",645,11.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804710&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804770,Indianapolis Public Schools (IN),PK-12,"316,275","51,123","13,567",26.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804770&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804800,Jac-Cen-Del Community School Corporation (IN),KG-12,"5,015",825,126,15.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804800&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1804980,Jay School Corporation (IN),PK-12,"20,436","3,728",644,17.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1804980&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1805190,Jennings County Schools (IN),PK-12,"27,735","4,748",714,15,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1805190&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1805280,Kankakee Valley School Corporation (IN),KG-12,"20,211","3,652",323,8.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1805280&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1805340,Knox Community School Corporation (IN),KG-12,"10,894","1,865",303,16.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1805340&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1805370,Kokomo-Center Township Consolidated School Corporation (IN),PK-12,"45,116","6,992","1,482",21.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1805370&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1805400,Lafayette School Corporation (IN),KG-12,"63,777","10,050","1,994",19.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1805400&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1805450,Lake Central School Corporation (IN),PK-12,"65,294","10,688",542,5.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1805450&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,18,1805460,Lake Ridge Schools (IN),KG-12,"11,927","1,990",523,26.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US1805460&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
